funcid,dim,milestone,error
11,10,1,3.216404e+02
11,10,2,2.850539e+02
11,10,3,2.538689e+02
11,10,5,2.234402e+02
11,10,10,1.319647e+02
11,10,20,7.197921e+01
11,10,30,7.197921e+01
11,10,40,7.197921e+01
11,10,50,7.197921e+01
11,10,60,7.197921e+01
11,10,70,7.197921e+01
11,10,80,7.197921e+01
11,10,90,7.197921e+01
11,10,100,4.168352e+01
11,10,1,2.511462e+02
11,10,2,2.102879e+02
11,10,3,1.409315e+02
11,10,5,7.060790e+01
11,10,10,6.910286e+01
11,10,20,6.740056e+01
11,10,30,6.740056e+01
11,10,40,6.434509e+01
11,10,50,6.434509e+01
11,10,60,6.434509e+01
11,10,70,6.434509e+01
11,10,80,2.137025e+01
11,10,90,2.137025e+01
11,10,100,2.137025e+01
11,10,1,1.737990e+02
11,10,2,1.082074e+02
11,10,3,1.055722e+02
11,10,5,1.031773e+02
11,10,10,1.028068e+02
11,10,20,1.028068e+02
11,10,30,2.143118e+01
11,10,40,2.140604e+01
11,10,50,2.140604e+01
11,10,60,2.140604e+01
11,10,70,2.140604e+01
11,10,80,2.140604e+01
11,10,90,2.140604e+01
11,10,100,2.140604e+01
11,10,1,7.553224e+01
11,10,2,5.424108e+01
11,10,3,4.633813e+01
11,10,5,4.504760e+01
11,10,10,4.497719e+01
11,10,20,4.497719e+01
11,10,30,3.123196e+01
11,10,40,3.123196e+01
11,10,50,3.123196e+01
11,10,60,1.659414e+01
11,10,70,1.659414e+01
11,10,80,1.659414e+01
11,10,90,1.659414e+01
11,10,100,1.659414e+01
11,10,1,2.284193e+02
11,10,2,1.593323e+02
11,10,3,1.525891e+02
11,10,5,1.517025e+02
11,10,10,1.508393e+02
11,10,20,8.332063e+01
11,10,30,2.106143e+01
11,10,40,2.106143e+01
11,10,50,2.106143e+01
11,10,60,2.106143e+01
11,10,70,2.106143e+01
11,10,80,2.106143e+01
11,10,90,2.106143e+01
11,10,100,2.106143e+01
11,10,1,1.277783e+02
11,10,2,7.685233e+01
11,10,3,7.514516e+01
11,10,5,7.258791e+01
11,10,10,7.168706e+01
11,10,20,4.053816e+01
11,10,30,1.778965e+01
11,10,40,1.778965e+01
11,10,50,1.778965e+01
11,10,60,1.778965e+01
11,10,70,1.778965e+01
11,10,80,1.778965e+01
11,10,90,1.778965e+01
11,10,100,1.778965e+01
11,10,1,9.122480e+01
11,10,2,7.406211e+01
11,10,3,6.822222e+01
11,10,5,6.540550e+01
11,10,10,6.484867e+01
11,10,20,6.484867e+01
11,10,30,6.484867e+01
11,10,40,6.484867e+01
11,10,50,6.484867e+01
11,10,60,6.484867e+01
11,10,70,6.484867e+01
11,10,80,6.484867e+01
11,10,90,3.636093e+01
11,10,100,3.633983e+01
11,10,1,3.109828e+02
11,10,2,2.251757e+02
11,10,3,1.689742e+02
11,10,5,1.598746e+02
11,10,10,1.585074e+02
11,10,20,8.037209e+01
11,10,30,6.730092e+01
11,10,40,6.730092e+01
11,10,50,3.615851e+01
11,10,60,3.615851e+01
11,10,70,3.615851e+01
11,10,80,3.615851e+01
11,10,90,3.615851e+01
11,10,100,3.615851e+01
11,10,1,2.139260e+02
11,10,2,1.219836e+02
11,10,3,1.153354e+02
11,10,5,1.128917e+02
11,10,10,1.125184e+02
11,10,20,1.125184e+02
11,10,30,9.869700e+01
11,10,40,6.837996e+01
11,10,50,6.837996e+01
11,10,60,6.837996e+01
11,10,70,6.837996e+01
11,10,80,3.409725e+01
11,10,90,3.409725e+01
11,10,100,3.409725e+01
11,10,1,2.674300e+02
11,10,2,2.239833e+02
11,10,3,1.952836e+02
11,10,5,1.551319e+02
11,10,10,4.641991e+01
11,10,20,4.641991e+01
11,10,30,4.641991e+01
11,10,40,4.641991e+01
11,10,50,3.833355e+01
11,10,60,3.833355e+01
11,10,70,3.833355e+01
11,10,80,3.833355e+01
11,10,90,3.833355e+01
11,10,100,3.279470e+01
