funcid,dim,milestone,error
27,50,1,1.062290e+03
27,50,2,9.320310e+02
27,50,3,9.060348e+02
27,50,5,8.895442e+02
27,50,10,8.816262e+02
27,50,20,8.816262e+02
27,50,30,8.563427e+02
27,50,40,8.413866e+02
27,50,50,8.413866e+02
27,50,60,8.413866e+02
27,50,70,8.413866e+02
27,50,80,8.413866e+02
27,50,90,8.413866e+02
27,50,100,8.413866e+02
27,50,1,1.040619e+03
27,50,2,9.284634e+02
27,50,3,9.069681e+02
27,50,5,8.973766e+02
27,50,10,8.898101e+02
27,50,20,7.732681e+02
27,50,30,7.732681e+02
27,50,40,7.732681e+02
27,50,50,7.732681e+02
27,50,60,7.732681e+02
27,50,70,7.732681e+02
27,50,80,7.732681e+02
27,50,90,7.732681e+02
27,50,100,7.651928e+02
27,50,1,1.058042e+03
27,50,2,9.792606e+02
27,50,3,9.481475e+02
27,50,5,9.343883e+02
27,50,10,9.277729e+02
27,50,20,8.107291e+02
27,50,30,7.027077e+02
27,50,40,7.027077e+02
27,50,50,7.027077e+02
27,50,60,7.027077e+02
27,50,70,7.027077e+02
27,50,80,7.027077e+02
27,50,90,7.027077e+02
27,50,100,7.027077e+02
27,50,1,1.183458e+03
27,50,2,1.099025e+03
27,50,3,1.053079e+03
27,50,5,1.013944e+03
27,50,10,9.842938e+02
27,50,20,8.242114e+02
27,50,30,8.242114e+02
27,50,40,8.242114e+02
27,50,50,8.242114e+02
27,50,60,8.242114e+02
27,50,70,8.091834e+02
27,50,80,8.091834e+02
27,50,90,8.091834e+02
27,50,100,8.091834e+02
27,50,1,1.004720e+03
27,50,2,8.557076e+02
27,50,3,8.338598e+02
27,50,5,8.109101e+02
27,50,10,7.900625e+02
27,50,20,7.900625e+02
27,50,30,7.900625e+02
27,50,40,7.900625e+02
27,50,50,7.900625e+02
27,50,60,7.900625e+02
27,50,70,7.900625e+02
27,50,80,7.900625e+02
27,50,90,7.900625e+02
27,50,100,7.782573e+02
27,50,1,1.058455e+03
27,50,2,9.314373e+02
27,50,3,9.096646e+02
27,50,5,8.902719e+02
27,50,10,8.642042e+02
27,50,20,8.642042e+02
27,50,30,8.642042e+02
27,50,40,7.373835e+02
27,50,50,7.373835e+02
27,50,60,7.373835e+02
27,50,70,7.373835e+02
27,50,80,7.373835e+02
27,50,90,7.373835e+02
27,50,100,7.373835e+02
27,50,1,9.461246e+02
27,50,2,8.483819e+02
27,50,3,8.298349e+02
27,50,5,8.240115e+02
27,50,10,8.163322e+02
27,50,20,8.163322e+02
27,50,30,7.568286e+02
27,50,40,7.568286e+02
27,50,50,7.568286e+02
27,50,60,7.568286e+02
27,50,70,7.568286e+02
27,50,80,7.568286e+02
27,50,90,7.568286e+02
27,50,100,7.568286e+02
27,50,1,1.220832e+03
27,50,2,1.107471e+03
27,50,3,1.075493e+03
27,50,5,1.049972e+03
27,50,10,1.045078e+03
27,50,20,1.045078e+03
27,50,30,1.005586e+03
27,50,40,1.005586e+03
27,50,50,1.005586e+03
27,50,60,7.445293e+02
27,50,70,7.445293e+02
27,50,80,7.445293e+02
27,50,90,7.445293e+02
27,50,100,7.445293e+02
27,50,1,1.523235e+03
27,50,2,1.342235e+03
27,50,3,1.298389e+03
27,50,5,1.247693e+03
27,50,10,1.175348e+03
27,50,20,7.592872e+02
27,50,30,7.592872e+02
27,50,40,7.592872e+02
27,50,50,7.592872e+02
27,50,60,7.592872e+02
27,50,70,7.592872e+02
27,50,80,7.592872e+02
27,50,90,7.592872e+02
27,50,100,6.920023e+02
27,50,1,9.188372e+02
27,50,2,8.721468e+02
27,50,3,8.351275e+02
27,50,5,8.306351e+02
27,50,10,8.280340e+02
27,50,20,7.075631e+02
27,50,30,7.075631e+02
27,50,40,7.075631e+02
27,50,50,7.075631e+02
27,50,60,7.075631e+02
27,50,70,7.075631e+02
27,50,80,7.075631e+02
27,50,90,7.075631e+02
27,50,100,7.075631e+02
