funcid,dim,milestone,error
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
26,50,1,1.435701e+04
26,50,2,1.435701e+04
26,50,3,1.435701e+04
26,50,5,1.435701e+04
26,50,10,1.435701e+04
26,50,20,1.435701e+04
26,50,30,1.435701e+04
26,50,40,1.435701e+04
26,50,50,1.435701e+04
26,50,60,1.435701e+04
26,50,70,1.435701e+04
26,50,80,1.435701e+04
26,50,90,1.435701e+04
26,50,100,1.435701e+04
