funcid,dim,milestone,error
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
14,30,1,3.038810e+06
14,30,2,3.038810e+06
14,30,3,3.038810e+06
14,30,5,3.038810e+06
14,30,10,3.038810e+06
14,30,20,3.038810e+06
14,30,30,3.038810e+06
14,30,40,3.038810e+06
14,30,50,3.038810e+06
14,30,60,3.038810e+06
14,30,70,3.038810e+06
14,30,80,3.038810e+06
14,30,90,3.038810e+06
14,30,100,3.038810e+06
