funcid,dim,milestone,error
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
16,30,1,3.592135e+03
16,30,2,3.592135e+03
16,30,3,3.592135e+03
16,30,5,3.592135e+03
16,30,10,3.592135e+03
16,30,20,3.592135e+03
16,30,30,3.592135e+03
16,30,40,3.592135e+03
16,30,50,3.592135e+03
16,30,60,3.592135e+03
16,30,70,3.592135e+03
16,30,80,3.592135e+03
16,30,90,3.592135e+03
16,30,100,3.592135e+03
