funcid,dim,milestone,error
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
28,100,1,2.602931e+04
28,100,2,2.602931e+04
28,100,3,2.602931e+04
28,100,5,2.602931e+04
28,100,10,2.602931e+04
28,100,20,2.602931e+04
28,100,30,2.602931e+04
28,100,40,2.602931e+04
28,100,50,2.602931e+04
28,100,60,2.602931e+04
28,100,70,2.602931e+04
28,100,80,2.602931e+04
28,100,90,2.602931e+04
28,100,100,2.602931e+04
