funcid,dim,milestone,error
3,10,1,5.839567e+04
3,10,2,3.136882e+04
3,10,3,1.054157e+04
3,10,5,1.073681e+03
3,10,10,2.753007e+00
3,10,20,1.076846e-01
3,10,30,1.076846e-01
3,10,40,5.708075e-02
3,10,50,3.396131e-02
3,10,60,2.607652e-02
3,10,70,6.033942e-03
3,10,80,6.033942e-03
3,10,90,2.534057e-03
3,10,100,2.534057e-03
3,10,1,2.293896e+04
3,10,2,1.425935e+04
3,10,3,5.168413e+03
3,10,5,1.911671e+02
3,10,10,2.210201e+00
3,10,20,2.596142e-01
3,10,30,2.111164e-02
3,10,40,2.111164e-02
3,10,50,2.111164e-02
3,10,60,2.106144e-02
3,10,70,4.711345e-03
3,10,80,4.711345e-03
3,10,90,4.711345e-03
3,10,100,4.393022e-03
3,10,1,3.070429e+04
3,10,2,1.749207e+04
3,10,3,5.588301e+03
3,10,5,6.291238e+02
3,10,10,3.573926e-01
3,10,20,2.985622e-01
3,10,30,1.221416e-01
3,10,40,3.450259e-02
3,10,50,6.881646e-03
3,10,60,6.881646e-03
3,10,70,3.577590e-03
3,10,80,3.577590e-03
3,10,90,3.577590e-03
3,10,100,3.236321e-03
3,10,1,2.310174e+04
3,10,2,5.620016e+03
3,10,3,1.026682e+03
3,10,5,1.911657e+01
3,10,10,2.758370e+00
3,10,20,1.682198e-01
3,10,30,8.209598e-02
3,10,40,7.322305e-02
3,10,50,3.864757e-02
3,10,60,1.662828e-02
3,10,70,1.662828e-02
3,10,80,5.013504e-03
3,10,90,5.013504e-03
3,10,100,5.013504e-03
3,10,1,5.176445e+04
3,10,2,2.588422e+04
3,10,3,1.010116e+04
3,10,5,9.121341e+02
3,10,10,2.123214e+00
3,10,20,4.394333e-01
3,10,30,1.865918e-01
3,10,40,5.808018e-02
3,10,50,3.731615e-02
3,10,60,1.489718e-02
3,10,70,1.489718e-02
3,10,80,1.148274e-02
3,10,90,1.058451e-02
3,10,100,7.737193e-03
3,10,1,3.358264e+04
3,10,2,2.152418e+04
3,10,3,8.355339e+03
3,10,5,1.076476e+03
3,10,10,1.801720e+00
3,10,20,2.765760e-01
3,10,30,7.120671e-02
3,10,40,5.318320e-02
3,10,50,2.813548e-02
3,10,60,2.813548e-02
3,10,70,5.291632e-03
3,10,80,5.291632e-03
3,10,90,5.291632e-03
3,10,100,4.827933e-03
3,10,1,5.356739e+04
3,10,2,2.815114e+04
3,10,3,1.299613e+04
3,10,5,2.077370e+03
3,10,10,6.182555e+00
3,10,20,4.203755e-01
3,10,30,1.624554e-01
3,10,40,3.045010e-02
3,10,50,3.045010e-02
3,10,60,3.045010e-02
3,10,70,7.433490e-03
3,10,80,7.433490e-03
3,10,90,7.433490e-03
3,10,100,2.391169e-03
3,10,1,1.243190e+04
3,10,2,6.449946e+03
3,10,3,1.575593e+03
3,10,5,7.900229e+01
3,10,10,8.389573e-01
3,10,20,2.320287e-01
3,10,30,1.416356e-01
3,10,40,3.312681e-02
3,10,50,3.312681e-02
3,10,60,2.354285e-02
3,10,70,2.289044e-02
3,10,80,1.621000e-02
3,10,90,1.482093e-02
3,10,100,5.014546e-03
3,10,1,4.436596e+04
3,10,2,1.885003e+04
3,10,3,6.448236e+03
3,10,5,2.015218e+02
3,10,10,3.382231e+00
3,10,20,3.508544e-01
3,10,30,3.729277e-02
3,10,40,3.707849e-02
3,10,50,3.707849e-02
3,10,60,3.707849e-02
3,10,70,1.428929e-02
3,10,80,4.432851e-03
3,10,90,4.432851e-03
3,10,100,4.218502e-03
3,10,1,1.616401e+04
3,10,2,1.317305e+04
3,10,3,3.555050e+03
3,10,5,1.933936e+02
3,10,10,1.407347e+00
3,10,20,3.236174e-01
3,10,30,1.335028e-01
3,10,40,1.936986e-02
3,10,50,1.936986e-02
3,10,60,1.936986e-02
3,10,70,1.119130e-02
3,10,80,1.119130e-02
3,10,90,9.603100e-03
3,10,100,4.599051e-03
