funcid,dim,milestone,error
20,100,1,5.868051e+03
20,100,2,4.380430e+03
20,100,3,3.981028e+03
20,100,5,3.962763e+03
20,100,10,3.704406e+03
20,100,20,3.567219e+03
20,100,30,3.476089e+03
20,100,40,3.407539e+03
20,100,50,3.356886e+03
20,100,60,3.345298e+03
20,100,70,3.322379e+03
20,100,80,3.313568e+03
20,100,90,3.309176e+03
20,100,100,3.304795e+03
20,100,1,4.065415e+03
20,100,2,4.065329e+03
20,100,3,3.618226e+03
20,100,5,3.137062e+03
20,100,10,2.960679e+03
20,100,20,2.751803e+03
20,100,30,2.674357e+03
20,100,40,2.657308e+03
20,100,50,2.641391e+03
20,100,60,2.636683e+03
20,100,70,2.632138e+03
20,100,80,2.628213e+03
20,100,90,2.627367e+03
20,100,100,2.624820e+03
20,100,1,4.041535e+03
20,100,2,3.282353e+03
20,100,3,3.237785e+03
20,100,5,2.795210e+03
20,100,10,2.795210e+03
20,100,20,2.622655e+03
20,100,30,2.529373e+03
20,100,40,2.475223e+03
20,100,50,2.448168e+03
20,100,60,2.437178e+03
20,100,70,2.431982e+03
20,100,80,2.426909e+03
20,100,90,2.423595e+03
20,100,100,2.423595e+03
20,100,1,4.826411e+03
20,100,2,3.664320e+03
20,100,3,3.594483e+03
20,100,5,3.317096e+03
20,100,10,2.987599e+03
20,100,20,2.801314e+03
20,100,30,2.754763e+03
20,100,40,2.694041e+03
20,100,50,2.682984e+03
20,100,60,2.678915e+03
20,100,70,2.671769e+03
20,100,80,2.669850e+03
20,100,90,2.662280e+03
20,100,100,2.662112e+03
20,100,1,3.482993e+03
20,100,2,3.482993e+03
20,100,3,3.482993e+03
20,100,5,3.482993e+03
20,100,10,3.482993e+03
20,100,20,3.482993e+03
20,100,30,3.482993e+03
20,100,40,3.482993e+03
20,100,50,3.482993e+03
20,100,60,3.444106e+03
20,100,70,3.433062e+03
20,100,80,3.433062e+03
20,100,90,3.433062e+03
20,100,100,3.428650e+03
20,100,1,3.648447e+03
20,100,2,3.425137e+03
20,100,3,3.272648e+03
20,100,5,3.272648e+03
20,100,10,3.233759e+03
20,100,20,3.070102e+03
20,100,30,3.013287e+03
20,100,40,3.001795e+03
20,100,50,2.995160e+03
20,100,60,2.987725e+03
20,100,70,2.983333e+03
20,100,80,2.977523e+03
20,100,90,2.974463e+03
20,100,100,2.974135e+03
20,100,1,3.431831e+03
20,100,2,3.431831e+03
20,100,3,3.373131e+03
20,100,5,3.336677e+03
20,100,10,3.210258e+03
20,100,20,3.031688e+03
20,100,30,3.001016e+03
20,100,40,2.985887e+03
20,100,50,2.985157e+03
20,100,60,2.980548e+03
20,100,70,2.980548e+03
20,100,80,2.980548e+03
20,100,90,2.979100e+03
20,100,100,2.978591e+03
20,100,1,3.736204e+03
20,100,2,3.736204e+03
20,100,3,3.736204e+03
20,100,5,3.736204e+03
20,100,10,3.736204e+03
20,100,20,3.736204e+03
20,100,30,3.736204e+03
20,100,40,3.736204e+03
20,100,50,3.736204e+03
20,100,60,3.736204e+03
20,100,70,3.736204e+03
20,100,80,3.736204e+03
20,100,90,3.736204e+03
20,100,100,3.736204e+03
20,100,1,4.840750e+03
20,100,2,3.624489e+03
20,100,3,3.624489e+03
20,100,5,3.624489e+03
20,100,10,3.532201e+03
20,100,20,3.395761e+03
20,100,30,3.355229e+03
20,100,40,3.332621e+03
20,100,50,3.326848e+03
20,100,60,3.324155e+03
20,100,70,3.322555e+03
20,100,80,3.321846e+03
20,100,90,3.321632e+03
20,100,100,3.320885e+03
20,100,1,4.806272e+03
20,100,2,4.589682e+03
20,100,3,4.389164e+03
20,100,5,4.389164e+03
20,100,10,4.067479e+03
20,100,20,3.892352e+03
20,100,30,3.791076e+03
20,100,40,3.769158e+03
20,100,50,3.713383e+03
20,100,60,3.679737e+03
20,100,70,3.667048e+03
20,100,80,3.667048e+03
20,100,90,3.667048e+03
20,100,100,3.657943e+03
