funcid,dim,milestone,error
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
17,10,1,1.176215e+02
17,10,2,7.347982e+01
17,10,3,6.026741e+01
17,10,5,5.863790e+01
17,10,10,5.568512e+01
17,10,20,5.464177e+01
17,10,30,5.415033e+01
17,10,40,5.412527e+01
17,10,50,5.394897e+01
17,10,60,5.386770e+01
17,10,70,5.382951e+01
17,10,80,5.382471e+01
17,10,90,5.381778e+01
17,10,100,5.378523e+01
