funcid,dim,milestone,error
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
8,10,1,5.733832e+01
8,10,2,4.483038e+01
8,10,3,4.338124e+01
8,10,5,4.137217e+01
8,10,10,4.094405e+01
8,10,20,4.082114e+01
8,10,30,4.080384e+01
8,10,40,4.079936e+01
8,10,50,4.079672e+01
8,10,60,4.079625e+01
8,10,70,4.079543e+01
8,10,80,4.079502e+01
8,10,90,4.079464e+01
8,10,100,4.079464e+01
