funcid,dim,milestone,error
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
1,30,1,2.262923e+08
1,30,2,3.745408e+07
1,30,3,1.736428e+07
1,30,5,4.303604e+06
1,30,10,1.077013e+06
1,30,20,2.552472e+05
1,30,30,1.148143e+05
1,30,40,5.884579e+04
1,30,50,5.029124e+04
1,30,60,2.730857e+04
1,30,70,2.382079e+04
1,30,80,2.069809e+04
1,30,90,1.663960e+04
1,30,100,1.135815e+04
